reward_mode,schedule,seed,episode,epsilon,steps,return,success,wall_hits,penalty_entries,door_attempts,key_picked,termination_reason
shaped,exponential,8565,47,0.7901049725470278,500,-1061.6499999999978,False,118,10,0,True,energy_depleted
shaped,exponential,8565,48,0.7861544476842928,500,-1071.150000000001,False,120,6,0,True,energy_depleted
shaped,exponential,8565,49,0.7822236754458712,500,-1713.8999999999978,False,153,24,0,False,energy_depleted
shaped,exponential,17944,0,1.0,500,-1195.3750000000023,False,120,3,0,False,energy_depleted
shaped,exponential,17944,1,0.995,500,-1476.049999999999,False,131,18,0,False,energy_depleted
shaped,exponential,17944,2,0.990025,283,-312.0499999999997,True,57,3,0,True,goal_reached
shaped,exponential,17944,3,0.985074875,500,-1083.5750000000003,False,111,2,2,True,energy_depleted
shaped,exponential,17944,4,0.980149500625,500,-1649.625,False,172,6,0,False,energy_depleted
shaped,exponential,17944,5,0.975248753121875,500,-1172.124999999999,False,133,1,0,True,energy_depleted
shaped,exponential,17944,6,0.9703725093562656,500,-1167.824999999999,False,114,0,0,False,energy_depleted
shaped,exponential,17944,7,0.9655206468094842,500,-1012.975,False,85,5,0,False,energy_depleted
shaped,exponential,17944,8,0.9606930435754368,500,-1230.9249999999988,False,119,5,0,False,energy_depleted
shaped,exponential,17944,9,0.9558895783575596,500,-1340.5250000000003,False,152,4,0,True,energy_depleted
shaped,exponential,17944,10,0.9511101304657719,500,-1197.3249999999994,False,120,7,0,True,energy_depleted
shaped,exponential,17944,11,0.946354579813443,500,-1625.9749999999992,False,140,26,0,False,energy_depleted
shaped,exponential,17944,12,0.9416228069143757,500,-1471.0000000000023,False,138,12,0,False,energy_depleted
shaped,exponential,17944,13,0.9369146928798039,500,-942.9249999999998,False,100,12,0,True,energy_depleted
shaped,exponential,17944,14,0.9322301194154049,500,-1198.7750000000003,False,118,1,0,False,energy_depleted
shaped,exponential,17944,15,0.9275689688183278,500,-1272.5999999999963,False,126,3,0,False,energy_depleted
shaped,exponential,17944,16,0.9229311239742362,500,-999.0500000000004,False,102,9,0,True,energy_depleted
shaped,exponential,17944,17,0.918316468354365,500,-1484.149999999999,False,152,5,0,False,energy_depleted
shaped,exponential,17944,18,0.9137248860125932,500,-1243.5749999999982,False,112,9,0,False,energy_depleted
shaped,exponential,17944,19,0.9091562615825302,500,-1380.149999999998,False,133,8,0,False,energy_depleted
shaped,exponential,17944,20,0.9046104802746175,381,-735.4499999999998,True,93,11,0,True,goal_reached
shaped,exponential,17944,21,0.9000874278732445,500,-1677.3499999999983,False,163,15,0,False,energy_depleted
shaped,exponential,17944,22,0.8955869907338783,500,-1349.0000000000039,False,144,17,0,True,energy_depleted
shaped,exponential,17944,23,0.8911090557802088,500,-1148.6499999999983,False,123,9,0,True,energy_depleted
shaped,exponential,17944,24,0.8866535105013078,500,-1144.9999999999995,False,110,4,4,False,energy_depleted
shaped,exponential,17944,25,0.8822202429488012,500,-1199.8499999999983,False,133,15,0,True,energy_depleted
shaped,exponential,17944,26,0.8778091417340572,500,-1540.7749999999992,False,168,11,0,True,energy_depleted
shaped,exponential,17944,27,0.873420096025387,500,-1155.35,False,94,15,0,False,energy_depleted
shaped,exponential,17944,28,0.86905299554526,500,-1208.175,False,120,0,0,False,energy_depleted
shaped,exponential,17944,29,0.8647077305675337,500,-1207.4999999999998,False,114,5,0,False,energy_depleted
shaped,exponential,17944,30,0.8603841919146961,500,-1389.1499999999987,False,138,7,0,False,energy_depleted
shaped,exponential,17944,31,0.8560822709551226,500,-1498.6249999999973,False,142,13,0,False,energy_depleted
shaped,exponential,17944,32,0.8518018596003469,500,-1379.5999999999995,False,133,8,0,False,energy_depleted
shaped,exponential,17944,33,0.8475428503023452,500,-1785.724999999998,False,186,9,0,False,energy_depleted
shaped,exponential,17944,34,0.8433051360508335,500,-1121.0749999999991,False,106,3,0,False,energy_depleted
shaped,exponential,17944,35,0.8390886103705792,500,-2007.2499999999975,False,200,19,0,False,energy_depleted
shaped,exponential,17944,36,0.8348931673187264,500,-1338.2,False,125,21,0,True,energy_depleted
shaped,exponential,17944,37,0.8307187014821328,500,-1565.6999999999985,False,131,26,0,False,energy_depleted
shaped,exponential,17944,38,0.826565107974722,500,-1421.0250000000012,False,162,4,0,True,energy_depleted
shaped,exponential,17944,39,0.8224322824348484,500,-1381.249999999998,False,117,18,0,False,energy_depleted
shaped,exponential,17944,40,0.8183201210226743,500,-1214.174999999999,False,124,11,0,True,energy_depleted
shaped,exponential,17944,41,0.8142285204175609,500,-1310.4999999999993,False,154,1,0,True,energy_depleted
shaped,exponential,17944,42,0.810157377815473,500,-1158.1000000000013,False,117,14,0,True,energy_depleted
shaped,exponential,17944,43,0.8061065909263957,500,-1357.3500000000006,False,149,10,0,True,energy_depleted
shaped,exponential,17944,44,0.8020760579717637,500,-1213.7249999999972,False,111,8,0,False,energy_depleted
shaped,exponential,17944,45,0.7980656776819048,500,-1285.2999999999952,False,142,12,0,True,energy_depleted
shaped,exponential,17944,46,0.7940753492934953,500,-890.7749999999986,False,120,5,0,True,energy_depleted
shaped,exponential,17944,47,0.7901049725470278,500,-1608.8749999999984,False,149,17,0,False,energy_depleted
shaped,exponential,17944,48,0.7861544476842928,500,-1723.9749999999958,False,157,23,0,False,energy_depleted
shaped,exponential,17944,49,0.7822236754458712,500,-1440.7249999999965,False,172,19,0,True,energy_depleted
shaped,exponential,81150,0,1.0,500,-1064.9750000000015,False,104,15,0,True,energy_depleted
shaped,exponential,81150,1,0.995,500,-1045.8500000000008,False,112,4,0,True,energy_depleted
shaped,exponential,81150,2,0.990025,500,-1051.9500000000007,False,99,21,0,True,energy_depleted
shaped,exponential,81150,3,0.985074875,500,-973.774999999999,False,97,6,1,True,energy_depleted
shaped,exponential,81150,4,0.980149500625,500,-1425.5499999999986,False,131,13,0,False,energy_depleted
shaped,exponential,81150,5,0.975248753121875,500,-853.750000000001,False,89,4,0,True,energy_depleted
shaped,exponential,81150,6,0.9703725093562656,500,-1302.7250000000013,False,135,13,0,True,energy_depleted
shaped,exponential,81150,7,0.9655206468094842,500,-1082.6999999999978,False,130,14,0,True,energy_depleted
shaped,exponential,81150,8,0.9606930435754368,500,-967.3500000000003,False,108,5,0,True,energy_depleted
shaped,exponential,81150,9,0.9558895783575596,500,-1298.5250000000008,False,142,9,0,True,energy_depleted
shaped,exponential,81150,10,0.9511101304657719,500,-1533.2999999999975,False,138,18,0,False,energy_depleted
shaped,exponential,81150,11,0.946354579813443,500,-1004.6749999999986,False,108,8,0,True,energy_depleted
shaped,exponential,81150,12,0.9416228069143757,500,-1175.050000000001,False,124,6,0,True,energy_depleted
shaped,exponential,81150,13,0.9369146928798039,500,-1392.1749999999984,False,139,5,0,False,energy_depleted
shaped,exponential,81150,14,0.9322301194154049,500,-1055.0500000000015,False,114,6,0,True,energy_depleted
shaped,exponential,81150,15,0.9275689688183278,500,-1064.9000000000008,False,98,3,0,False,energy_depleted
shaped,exponential,81150,16,0.9229311239742362,500,-1467.3999999999987,False,140,11,0,False,energy_depleted
shaped,exponential,81150,17,0.918316468354365,500,-1790.2249999999956,False,188,8,0,False,energy_depleted
shaped,exponential,81150,18,0.9137248860125932,500,-1262.900000000001,False,145,3,0,True,energy_depleted
shaped,exponential,81150,19,0.9091562615825302,500,-1112.9500000000003,False,124,5,0,True,energy_depleted
shaped,exponential,81150,20,0.9046104802746175,500,-1330.2250000000017,False,131,5,3,False,energy_depleted
shaped,exponential,81150,21,0.9000874278732445,500,-1257.274999999998,False,109,11,0,False,energy_depleted
shaped,exponential,81150,22,0.8955869907338783,500,-1079.674999999999,False,122,11,0,True,energy_depleted
shaped,exponential,81150,23,0.8911090557802088,500,-1384.9999999999964,False,139,6,0,False,energy_depleted
shaped,exponential,81150,24,0.8866535105013078,500,-1062.3499999999995,False,94,6,0,False,energy_depleted
shaped,exponential,81150,25,0.8822202429488012,500,-1446.099999999996,False,146,16,0,True,energy_depleted
shaped,exponential,81150,26,0.8778091417340572,500,-1212.6499999999996,False,124,16,0,True,energy_depleted
shaped,exponential,81150,27,0.873420096025387,500,-963.7749999999994,False,105,7,0,True,energy_depleted
shaped,exponential,81150,28,0.86905299554526,500,-1364.074999999997,False,135,6,0,False,energy_depleted
shaped,exponential,81150,29,0.8647077305675337,500,-1556.174999999996,False,163,29,0,True,energy_depleted
shaped,exponential,81150,30,0.8603841919146961,500,-1271.2500000000005,False,137,13,0,True,energy_depleted
shaped,exponential,81150,31,0.8560822709551226,500,-1346.0749999999982,False,126,10,0,False,energy_depleted
shaped,exponential,81150,32,0.8518018596003469,500,-1528.4000000000015,False,175,12,0,True,energy_depleted
shaped,exponential,81150,33,0.8475428503023452,500,-1049.975,False,99,1,0,False,energy_depleted
shaped,exponential,81150,34,0.8433051360508335,500,-1567.8999999999987,False,150,13,0,False,energy_depleted
shaped,exponential,81150,35,0.8390886103705792,500,-1557.1249999999986,False,152,12,0,False,energy_depleted
shaped,exponential,81150,36,0.8348931673187264,500,-1477.5999999999967,False,147,7,0,False,energy_depleted
shaped,exponential,81150,37,0.8307187014821328,500,-1209.2499999999986,False,108,9,0,False,energy_depleted
shaped,exponential,81150,38,0.826565107974722,500,-1668.1249999999968,False,184,8,0,True,energy_depleted
shaped,exponential,81150,39,0.8224322824348484,500,-1323.774999999997,False,115,14,0,False,energy_depleted
shaped,exponential,81150,40,0.8183201210226743,500,-910.3999999999999,False,83,1,0,False,energy_depleted
shaped,exponential,81150,41,0.8142285204175609,500,-1452.5999999999983,False,149,3,0,False,energy_depleted
shaped,exponential,81150,42,0.810157377815473,500,-1431.7749999999967,False,132,13,0,False,energy_depleted
shaped,exponential,81150,43,0.8061065909263957,500,-982.7749999999992,False,104,12,0,True,energy_depleted
shaped,exponential,81150,44,0.8020760579717637,500,-1536.7499999999968,False,145,12,0,False,energy_depleted
shaped,exponential,81150,45,0.7980656776819048,500,-1561.2250000000015,False,159,9,0,False,energy_depleted
shaped,exponential,81150,46,0.7940753492934953,500,-1208.3499999999995,False,121,23,0,True,energy_depleted
shaped,exponential,81150,47,0.7901049725470278,500,-1275.599999999999,False,131,1,0,False,energy_depleted
shaped,exponential,81150,48,0.7861544476842928,500,-1417.6999999999975,False,122,18,0,False,energy_depleted
shaped,exponential,81150,49,0.7822236754458712,500,-1166.074999999996,False,90,17,0,False,energy_depleted
shaped,linear,8565,0,1.0,500,-913.9499999999992,False,75,6,0,False,energy_depleted
shaped,linear,8565,1,0.999802,500,-1334.4499999999987,False,135,10,0,True,energy_depleted
shaped,linear,8565,2,0.999604,500,-951.4499999999989,False,92,6,0,True,energy_depleted
shaped,linear,8565,3,0.999406,500,-1589.774999999998,False,164,13,0,True,energy_depleted
shaped,linear,8565,4,0.999208,500,-1035.1499999999987,False,87,11,0,False,energy_depleted
shaped,linear,8565,5,0.99901,500,-1056.2,False,97,7,0,False,energy_depleted
shaped,linear,8565,6,0.998812,491,-700.2749999999992,True,99,4,0,True,goal_reached
shaped,linear,8565,7,0.998614,500,-955.225000000001,False,105,3,0,True,energy_depleted
shaped,linear,8565,8,0.998416,500,-1054.7000000000025,False,120,9,0,True,energy_depleted
shaped,linear,8565,9,0.998218,500,-1322.5000000000002,False,143,1,3,False,energy_depleted
shaped,linear,8565,10,0.99802,319,-773.0999999999998,True,103,10,0,True,goal_reached
shaped,linear,8565,11,0.997822,500,-1317.250000000002,False,143,3,0,True,energy_depleted
shaped,linear,8565,12,0.997624,500,-1115.1999999999996,False,118,18,0,True,energy_depleted
shaped,linear,8565,13,0.997426,456,-886.850000000001,True,102,13,0,True,goal_reached
shaped,linear,8565,14,0.997228,500,-1296.9749999999992,False,124,15,0,True,energy_depleted
shaped,linear,8565,15,0.99703,500,-1173.325,False,103,9,0,False,energy_depleted
shaped,linear,8565,16,0.996832,500,-1774.6749999999963,False,181,12,0,False,energy_depleted
shaped,linear,8565,17,0.996634,448,-757.1750000000004,True,86,14,0,True,goal_reached
shaped,linear,8565,18,0.996436,500,-1499.0499999999984,False,150,7,0,False,energy_depleted
shaped,linear,8565,19,0.996238,500,-906.3250000000004,False,92,5,0,True,energy_depleted
shaped,linear,8565,20,0.99604,500,-1511.124999999999,False,163,0,0,False,energy_depleted
shaped,linear,8565,21,0.995842,500,-1576.0499999999972,False,173,22,0,True,energy_depleted
shaped,linear,8565,22,0.995644,500,-830.2999999999992,False,92,4,0,True,energy_depleted
shaped,linear,8565,23,0.995446,500,-821.975,False,83,9,0,True,energy_depleted
shaped,linear,8565,24,0.995248,500,-1029.6499999999996,False,99,5,0,False,energy_depleted
shaped,linear,8565,25,0.99505,500,-1026.6249999999984,False,113,12,0,True,energy_depleted
shaped,linear,8565,26,0.994852,500,-1098.3999999999994,False,118,14,0,True,energy_depleted
shaped,linear,8565,27,0.994654,500,-992.9749999999984,False,111,9,0,True,energy_depleted
shaped,linear,8565,28,0.994456,470,-864.5,True,122,3,0,True,goal_reached
shaped,linear,8565,29,0.994258,500,-1074.0500000000006,False,122,3,0,True,energy_depleted
shaped,linear,8565,30,0.99406,500,-1313.449999999999,False,125,7,0,False,energy_depleted
shaped,linear,8565,31,0.993862,500,-1268.9499999999991,False,116,10,0,False,energy_depleted
shaped,linear,8565,32,0.993664,500,-1275.9499999999996,False,126,1,0,False,energy_depleted
shaped,linear,8565,33,0.993466,500,-1255.8249999999996,False,140,5,0,True,energy_depleted
shaped,linear,8565,34,0.993268,500,-1193.525,False,133,14,0,True,energy_depleted
shaped,linear,8565,35,0.99307,500,-1400.6749999999977,False,125,15,0,False,energy_depleted
shaped,linear,8565,36,0.992872,500,-1237.2499999999982,False,119,2,7,False,energy_depleted
shaped,linear,8565,37,0.992674,500,-1138.8500000000015,False,108,12,0,True,energy_depleted
shaped,linear,8565,38,0.992476,479,-794.2750000000001,True,97,9,0,True,goal_reached
shaped,linear,8565,39,0.992278,500,-1283.350000000001,False,115,10,1,False,energy_depleted
shaped,linear,8565,40,0.99208,500,-1102.3249999999991,False,101,5,0,False,energy_depleted
shaped,linear,8565,41,0.991882,500,-1100.425,False,106,3,5,False,energy_depleted
shaped,linear,8565,42,0.991684,500,-1153.4500000000035,False,105,7,0,False,energy_depleted
shaped,linear,8565,43,0.991486,500,-1362.6,False,144,17,0,True,energy_depleted
shaped,linear,8565,44,0.991288,500,-900.2249999999998,False,75,22,0,True,energy_depleted
shaped,linear,8565,45,0.99109,500,-1176.4249999999975,False,107,7,0,False,energy_depleted
shaped,linear,8565,46,0.990892,500,-1020.6249999999994,False,97,11,0,True,energy_depleted
shaped,linear,8565,47,0.990694,500,-920.8249999999998,False,87,1,0,False,energy_depleted
shaped,linear,8565,48,0.990496,500,-1284.8249999999991,False,126,19,0,True,energy_depleted
shaped,linear,8565,49,0.990298,500,-1121.1500000000015,False,109,9,0,True,energy_depleted
shaped,linear,17944,0,1.0,500,-1195.3750000000023,False,120,3,0,False,energy_depleted
shaped,linear,17944,1,0.999802,500,-1094.6000000000013,False,99,3,0,False,energy_depleted
shaped,linear,17944,2,0.999604,500,-996.0250000000002,False,91,11,0,True,energy_depleted
shaped,linear,17944,3,0.999406,500,-1137.2999999999997,False,121,9,0,True,energy_depleted
shaped,linear,17944,4,0.999208,500,-1274.7999999999981,False,132,15,0,True,energy_depleted
shaped,linear,17944,5,0.99901,500,-1105.0750000000016,False,101,6,0,False,energy_depleted
shaped,linear,17944,6,0.998812,500,-1168.8749999999977,False,103,7,0,False,energy_depleted
shaped,linear,17944,7,0.998614,500,-1480.300000000001,False,130,19,0,False,energy_depleted
shaped,linear,17944,8,0.998416,500,-1231.924999999999,False,118,4,0,False,energy_depleted
shaped,linear,17944,9,0.998218,500,-1058.8749999999995,False,89,11,3,False,energy_depleted
shaped,linear,17944,10,0.99802,500,-1150.0999999999997,False,125,8,0,True,energy_depleted
shaped,linear,17944,11,0.997822,500,-781.0000000000006,False,95,6,0,True,energy_depleted
shaped,linear,17944,12,0.997624,500,-1134.8750000000005,False,113,12,0,True,energy_depleted
shaped,linear,17944,13,0.997426,383,-575.9749999999997,True,75,7,0,True,goal_reached
shaped,linear,17944,14,0.997228,500,-1301.9249999999993,False,117,10,10,False,energy_depleted
shaped,linear,17944,15,0.99703,500,-1563.674999999998,False,154,12,0,False,energy_depleted
shaped,linear,17944,16,0.996832,500,-1207.4750000000004,False,136,3,0,True,energy_depleted
shaped,linear,17944,17,0.996634,500,-987.1249999999995,False,79,11,0,False,energy_depleted
shaped,linear,17944,18,0.996436,500,-845.3000000000004,False,96,6,0,True,energy_depleted
shaped,linear,17944,19,0.996238,369,-683.9750000000005,True,85,10,0,True,goal_reached
shaped,linear,17944,20,0.99604,500,-1304.7750000000003,False,132,7,1,False,energy_depleted
shaped,linear,17944,21,0.995842,500,-1423.8749999999993,False,148,13,0,True,energy_depleted
shaped,linear,17944,22,0.995644,500,-1064.950000000003,False,101,1,0,False,energy_depleted
shaped,linear,17944,23,0.995446,500,-902.3999999999986,False,114,10,0,True,energy_depleted
shaped,linear,17944,24,0.995248,500,-1198.2500000000016,False,116,12,0,True,energy_depleted
shaped,linear,17944,25,0.99505,500,-1095.274999999999,False,94,9,0,False,energy_depleted
shaped,linear,17944,26,0.994852,500,-1086.8500000000008,False,117,9,0,True,energy_depleted
shaped,linear,17944,27,0.994654,500,-1142.825000000004,False,98,10,0,False,energy_depleted
shaped,linear,17944,28,0.994456,500,-1341.3749999999993,False,150,10,0,True,energy_depleted
shaped,linear,17944,29,0.994258,500,-1008.6999999999998,False,106,8,0,True,energy_depleted
shaped,linear,17944,30,0.99406,500,-1137.8249999999996,False,111,2,0,False,energy_depleted
shaped,linear,17944,31,0.993862,500,-1204.875,False,122,13,0,True,energy_depleted
shaped,linear,17944,32,0.993664,500,-1111.0499999999995,False,93,9,0,False,energy_depleted
shaped,linear,17944,33,0.993466,500,-1198.6499999999992,False,136,23,0,True,energy_depleted
shaped,linear,17944,34,0.993268,500,-1160.025,False,116,11,0,True,energy_depleted
shaped,linear,17944,35,0.99307,427,-603.8749999999999,True,85,3,0,True,goal_reached
shaped,linear,17944,36,0.992872,500,-815.3,False,85,5,0,True,energy_depleted
shaped,linear,17944,37,0.992674,500,-973.4249999999995,False,100,2,0,False,energy_depleted
shaped,linear,17944,38,0.992476,500,-798.6750000000004,False,81,12,0,True,energy_depleted
shaped,linear,17944,39,0.992278,500,-1204.425000000002,False,104,21,0,True,energy_depleted
shaped,linear,17944,40,0.99208,500,-968.2250000000003,False,70,11,5,False,energy_depleted
shaped,linear,17944,41,0.991882,500,-1207.4249999999997,False,127,11,0,True,energy_depleted
shaped,linear,17944,42,0.991684,500,-1241.3750000000002,False,100,17,0,False,energy_depleted
shaped,linear,17944,43,0.991486,500,-875.7249999999987,False,97,14,0,True,energy_depleted
shaped,linear,17944,44,0.991288,500,-987.3500000000001,False,89,5,0,False,energy_depleted
shaped,linear,17944,45,0.99109,500,-1272.7000000000003,False,122,6,0,False,energy_depleted
shaped,linear,17944,46,0.990892,500,-1136.2749999999976,False,106,3,0,False,energy_depleted
shaped,linear,17944,47,0.990694,500,-1258.3000000000018,False,129,13,0,True,energy_depleted
shaped,linear,17944,48,0.990496,500,-1098.7250000000001,False,114,10,0,True,energy_depleted
shaped,linear,17944,49,0.990298,500,-784.7250000000007,False,92,2,0,True,energy_depleted
shaped,linear,81150,0,1.0,500,-1064.9750000000015,False,104,15,0,True,energy_depleted
shaped,linear,81150,1,0.999802,500,-963.200000000001,False,88,13,0,True,energy_depleted
shaped,linear,81150,2,0.999604,500,-848.2500000000013,False,73,4,0,False,energy_depleted
shaped,linear,81150,3,0.999406,500,-1088.3250000000014,False,105,3,0,False,energy_depleted
shaped,linear,81150,4,0.999208,500,-860.7500000000007,False,79,14,0,True,energy_depleted
shaped,linear,81150,5,0.99901,500,-910.8750000000003,False,90,12,0,True,energy_depleted
shaped,linear,81150,6,0.998812,500,-1159.100000000001,False,112,5,0,False,energy_depleted
shaped,linear,81150,7,0.998614,500,-1149.6999999999998,False,122,8,0,True,energy_depleted
shaped,linear,81150,8,0.998416,500,-1043.7000000000003,False,98,14,0,True,energy_depleted
shaped,linear,81150,9,0.998218,295,-483.1749999999996,True,69,8,0,True,goal_reached
shaped,linear,81150,10,0.99802,500,-1083.150000000002,False,93,6,5,False,energy_depleted
shaped,linear,81150,11,0.997822,500,-1074.6750000000018,False,90,9,0,False,energy_depleted
shaped,linear,81150,12,0.997624,500,-1509.9500000000005,False,147,20,0,True,energy_depleted
shaped,linear,81150,13,0.997426,500,-1259.3499999999976,False,127,1,0,False,energy_depleted
shaped,linear,81150,14,0.997228,500,-1045.925,False,113,15,0,True,energy_depleted
shaped,linear,81150,15,0.99703,500,-1249.1500000000005,False,111,12,0,False,energy_depleted
shaped,linear,81150,16,0.996832,500,-1117.325000000001,False,127,2,0,True,energy_depleted
shaped,linear,81150,17,0.996634,500,-986.5249999999999,False,85,7,0,False,energy_depleted
shaped,linear,81150,18,0.996436,500,-1225.7750000000015,False,130,8,0,True,energy_depleted
shaped,linear,81150,19,0.996238,500,-1236.3749999999989,False,106,12,0,False,energy_depleted
shaped,linear,81150,20,0.99604,500,-1139.025,False,136,9,0,True,energy_depleted
shaped,linear,81150,21,0.995842,500,-888.9749999999989,False,99,5,0,True,energy_depleted
shaped,linear,81150,22,0.995644,500,-637.6749999999994,False,84,4,0,True,energy_depleted
shaped,linear,81150,23,0.995446,500,-1088.174999999999,False,127,11,0,True,energy_depleted
shaped,linear,81150,24,0.995248,500,-1189.425000000005,False,106,8,0,False,energy_depleted
shaped,linear,81150,25,0.99505,500,-1095.0249999999994,False,106,2,0,False,energy_depleted
shaped,linear,81150,26,0.994852,500,-1245.175000000001,False,124,3,0,False,energy_depleted
shaped,linear,81150,27,0.994654,500,-1216.9249999999975,False,124,7,0,True,energy_depleted
shaped,linear,81150,28,0.994456,500,-940.5000000000015,False,81,5,0,False,energy_depleted
shaped,linear,81150,29,0.994258,500,-1069.9499999999994,False,99,13,0,True,energy_depleted
shaped,linear,81150,30,0.99406,500,-890.8,False,77,5,0,False,energy_depleted
shaped,linear,81150,31,0.993862,500,-1557.4749999999958,False,164,3,0,False,energy_depleted
shaped,linear,81150,32,0.993664,500,-1616.425,False,145,21,0,False,energy_depleted
shaped,linear,81150,33,0.993466,500,-1122.1749999999993,False,110,19,0,True,energy_depleted
shaped,linear,81150,34,0.993268,500,-1623.5249999999974,False,136,35,0,True,energy_depleted
shaped,linear,81150,35,0.99307,500,-967.7000000000008,False,100,6,0,True,energy_depleted
shaped,linear,81150,36,0.992872,500,-1113.0249999999994,False,116,13,0,True,energy_depleted
shaped,linear,81150,37,0.992674,500,-980.5750000000005,False,111,6,0,True,energy_depleted
shaped,linear,81150,38,0.992476,500,-1224.925000000002,False,133,10,0,True,energy_depleted
shaped,linear,81150,39,0.992278,500,-1175.8499999999979,False,110,4,0,False,energy_depleted
shaped,linear,81150,40,0.99208,500,-1064.4000000000005,False,87,13,3,False,energy_depleted
