episode,step,r,c,has_key,energy,action,E
4900,33,1,4,0,49,1,0.027240848992971047
4900,33,2,4,0,48,3,0.03186064209704216
4900,33,2,5,0,47,0,0.03726390888542943
4900,33,2,5,0,46,1,0.043583519164244945
4900,33,3,5,0,45,1,0.05097487621549116
4900,33,4,5,0,44,1,0.059619738263732354
4900,33,5,5,0,43,1,0.06973068802775714
4900,33,6,5,0,42,0,0.08155636026638262
4900,33,6,6,1,41,3,0.09538755586711417
4900,33,6,7,1,40,3,0.11156439282703412
4900,33,6,8,1,39,3,0.13048466997313932
4900,33,6,9,1,38,3,0.15261364909139102
4900,33,6,10,1,37,1,0.17849549601332285
4900,33,7,10,1,36,1,0.20876666200388638
4900,33,7,11,1,35,3,0.24417153450746945
4900,33,7,12,1,34,1,0.28558074211399936
